route_id,service_id,trip_id,trip_headsign,direction_id,direction_name,block_id,shape_id,wheelchair_accessible,trip_bikes_allowed,trip_headsign_short
905,77522-0000001-0,16443659,"Otay Mesa Transit Center",0,East,990104,905_2_88,1,2,Otay Mesa TC
905,77522-0000001-0,16443679,"Otay Mesa Transit Center",0,East,990101,905_2_88,1,2,Otay Mesa TC
905,77522-0000001-0,16443700,"Otay Mesa Transit Center",0,East,990103,905_2_88,1,2,Otay Mesa TC
905,77522-0000001-0,16443721,"Otay Mesa Transit Center",0,East,990102,905_2_88,1,2,Otay Mesa TC
905,77522-0000001-0,16443740,"Otay Mesa Transit Center",0,East,990104,905_2_88,1,2,Otay Mesa TC
905,77522-0000001-0,16443754,"Otay Mesa Transit Center",0,East,990101,905_2_88,1,2,Otay Mesa TC
905,77522-0000001-0,16443766,"Otay Mesa Transit Center",0,East,990103,905_2_88,1,2,Otay Mesa TC
905,77522-0000001-0,16443778,"Otay Mesa Transit Center",0,East,993203,905_2_88,1,2,Otay Mesa TC
905,77522-0000001-0,16443838,"Iris Transit Center",1,West,990103,905_3_95,1,2,Iris TC
905,77522-0000001-0,16443841,"Iris Transit Center",1,West,990103,905_3_95,1,2,Iris TC
905,77522-0000001-0,16443844,"Iris Transit Center",1,West,990103,905_3_95,1,2,Iris TC
905,77522-0000001-0,16443847,"Iris Transit Center",1,West,990102,905_3_95,1,2,Iris TC
905,77522-0000001-0,16443850,"Iris Transit Center",1,West,990104,905_3_95,1,2,Iris TC
905,77522-0000001-0,16443852,"Iris Transit Center",1,West,990101,905_3_95,1,2,Iris TC
905,77522-0000001-0,16443854,"Iris Transit Center",1,West,990103,905_3_95,1,2,Iris TC
905,77522-0000001-0,16443856,"Iris Transit Center",1,West,990102,905_3_95,1,2,Iris TC
905,77522-0000001-0,16443857,"Iris Transit Center",1,West,990104,905_3_95,1,2,Iris TC
905,77522-0000001-0,16443858,"Iris Transit Center",1,West,990101,905_3_95,1,2,Iris TC
905,77522-0000001-0,16443859,"Iris Transit Center",1,West,990103,905_3_95,1,2,Iris TC
905,77522-0000001-0,16443860,"Iris Transit Center",1,West,990102,905_3_95,1,2,Iris TC
905,77522-0000001-0,16443861,"Iris Transit Center",1,West,990104,905_3_95,1,2,Iris TC
905,77522-0000001-0,16443862,"Iris Transit Center",1,West,990101,905_3_95,1,2,Iris TC
905,77522-0000001-0,16443863,"Iris Transit Center",1,West,990103,905_3_95,1,2,Iris TC
905,77522-0000001-0,16443864,"Iris Transit Center",1,West,993203,905_3_95,1,2,Iris TC
906,77522-0000001-0,16444025,"Iris Transit Center",0,North,990601,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444027,"Iris Transit Center",0,North,990602,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444029,"Iris Transit Center",0,North,990601,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444031,"Iris Transit Center",0,North,990602,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444033,"Iris Transit Center",0,North,990601,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444035,"Iris Transit Center",0,North,990602,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444037,"Iris Transit Center",0,North,990601,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444039,"Iris Transit Center",0,North,990602,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444041,"Iris Transit Center",0,North,990601,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444043,"Iris Transit Center",0,North,990602,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444045,"Iris Transit Center",0,North,990601,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444047,"Iris Transit Center",0,North,990602,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444049,"Iris Transit Center",0,North,990601,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444051,"Iris Transit Center",0,North,990604,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444052,"Iris Transit Center",0,North,990602,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444054,"Iris Transit Center",0,North,990703,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444056,"Iris Transit Center",0,North,990603,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444058,"Iris Transit Center",0,North,990604,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444060,"Iris Transit Center",0,North,990602,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444062,"Iris Transit Center",0,North,990601,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444064,"Iris Transit Center",0,North,990603,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444066,"Iris Transit Center",0,North,990604,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444068,"Iris Transit Center",0,North,990602,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444070,"Iris Transit Center",0,North,990601,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444072,"Iris Transit Center",0,North,990603,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444074,"Iris Transit Center",0,North,990604,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444076,"Iris Transit Center",0,North,990602,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444078,"Iris Transit Center",0,North,990601,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444080,"Iris Transit Center",0,North,990603,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444082,"Iris Transit Center",0,North,990604,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444084,"Iris Transit Center",0,North,990602,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444086,"Iris Transit Center",0,North,990601,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444088,"Iris Transit Center",0,North,990603,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444090,"Iris Transit Center",0,North,990604,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444092,"Iris Transit Center",0,North,990602,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444094,"Iris Transit Center",0,North,990603,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444096,"Iris Transit Center",0,North,990604,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444098,"Iris Transit Center",0,North,990603,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444100,"Iris Transit Center",0,North,990703,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444102,"Iris Transit Center",0,North,990603,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444104,"Iris Transit Center",0,North,993303,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444106,"Iris Transit Center",0,North,990603,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444108,"Iris Transit Center",0,North,993303,906_0_33,1,2,Iris TC
906,77522-0000001-0,16444110,"Iris Transit Center",0,North,990603,906_0_33,1,2,Iris TC
906,77522-0000001-0,16443573,"San Ysidro",1,South,990701,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443578,"San Ysidro",1,South,990603,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443584,"San Ysidro",1,South,990701,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443589,"San Ysidro",1,South,990603,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443595,"San Ysidro",1,South,990701,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443601,"San Ysidro",1,South,990603,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443606,"San Ysidro",1,South,990701,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443613,"San Ysidro",1,South,990603,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443619,"San Ysidro",1,South,990701,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443627,"San Ysidro",1,South,990603,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443634,"San Ysidro",1,South,990701,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443641,"San Ysidro",1,South,990603,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443647,"San Ysidro",1,South,990604,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443652,"San Ysidro",1,South,990602,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443657,"San Ysidro",1,South,990601,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443661,"San Ysidro",1,South,990603,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443667,"San Ysidro",1,South,990604,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443673,"San Ysidro",1,South,990602,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443678,"San Ysidro",1,South,990601,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443682,"San Ysidro",1,South,990603,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443688,"San Ysidro",1,South,990604,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443693,"San Ysidro",1,South,990602,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443698,"San Ysidro",1,South,990601,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443702,"San Ysidro",1,South,990603,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443709,"San Ysidro",1,South,990604,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443714,"San Ysidro",1,South,990602,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443720,"San Ysidro",1,South,990601,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443724,"San Ysidro",1,South,990603,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443731,"San Ysidro",1,South,990604,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443733,"San Ysidro",1,South,990602,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443739,"San Ysidro",1,South,990601,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443742,"San Ysidro",1,South,990603,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443749,"San Ysidro",1,South,990604,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443753,"San Ysidro",1,South,990703,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443760,"San Ysidro",1,South,990702,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443765,"San Ysidro",1,South,990703,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443772,"San Ysidro",1,South,990603,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443777,"San Ysidro",1,South,993303,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443783,"San Ysidro",1,South,990603,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443786,"San Ysidro",1,South,993303,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443790,"San Ysidro",1,South,990603,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443792,"San Ysidro",1,South,993303,906_1_34,1,2,San Ysidro
906,77522-0000001-0,16443795,"San Ysidro",1,South,993303,906_1_34,1,2,San Ysidro
907,77522-0000001-0,16444024,"Iris Transit Center",0,North,990101,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444026,"Iris Transit Center",0,North,990104,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444028,"Iris Transit Center",0,North,990701,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444030,"Iris Transit Center",0,North,990603,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444032,"Iris Transit Center",0,North,990701,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444034,"Iris Transit Center",0,North,990603,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444036,"Iris Transit Center",0,North,990701,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444038,"Iris Transit Center",0,North,990603,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444040,"Iris Transit Center",0,North,990701,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444042,"Iris Transit Center",0,North,990603,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444044,"Iris Transit Center",0,North,990701,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444046,"Iris Transit Center",0,North,990603,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444048,"Iris Transit Center",0,North,990701,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444050,"Iris Transit Center",0,North,990603,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444053,"Iris Transit Center",0,North,990701,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444055,"Iris Transit Center",0,North,990601,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444057,"Iris Transit Center",0,North,990702,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444059,"Iris Transit Center",0,North,990704,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444061,"Iris Transit Center",0,North,990701,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444063,"Iris Transit Center",0,North,990703,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444065,"Iris Transit Center",0,North,990702,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444067,"Iris Transit Center",0,North,990704,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444069,"Iris Transit Center",0,North,990701,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444071,"Iris Transit Center",0,North,990703,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444073,"Iris Transit Center",0,North,990702,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444075,"Iris Transit Center",0,North,990704,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444077,"Iris Transit Center",0,North,990701,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444079,"Iris Transit Center",0,North,990703,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444081,"Iris Transit Center",0,North,990702,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444083,"Iris Transit Center",0,North,990704,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444085,"Iris Transit Center",0,North,990701,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444087,"Iris Transit Center",0,North,990703,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444089,"Iris Transit Center",0,North,990702,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444091,"Iris Transit Center",0,North,990704,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444093,"Iris Transit Center",0,North,990703,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444095,"Iris Transit Center",0,North,990702,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444097,"Iris Transit Center",0,North,990703,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444099,"Iris Transit Center",0,North,990604,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444101,"Iris Transit Center",0,North,990702,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444103,"Iris Transit Center",0,North,990604,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444105,"Iris Transit Center",0,North,990702,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444107,"Iris Transit Center",0,North,990604,907_0_38,1,2,Iris TC
907,77522-0000001-0,16444109,"Iris Transit Center",0,North,990702,907_0_38,1,2,Iris TC
907,77522-0000001-0,16443397,"San Ysidro",1,South,990101,907_1_39,1,2,San Ysidro
907,77522-0000001-0,16443398,"San Ysidro",1,South,990104,907_1_39,1,2,San Ysidro
907,77522-0000001-0,16443567,"San Ysidro",1,South,990601,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443572,"San Ysidro",1,South,990602,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443576,"San Ysidro",1,South,990601,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443582,"San Ysidro",1,South,990602,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443587,"San Ysidro",1,South,990601,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443593,"San Ysidro",1,South,990602,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443598,"San Ysidro",1,South,990601,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443604,"San Ysidro",1,South,990602,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443610,"San Ysidro",1,South,990601,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443616,"San Ysidro",1,South,990602,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443623,"San Ysidro",1,South,990601,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443631,"San Ysidro",1,South,990602,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443638,"San Ysidro",1,South,990601,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443642,"San Ysidro",1,South,990702,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443648,"San Ysidro",1,South,990704,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443653,"San Ysidro",1,South,990701,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443658,"San Ysidro",1,South,990703,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443662,"San Ysidro",1,South,990702,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443668,"San Ysidro",1,South,990704,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443672,"San Ysidro",1,South,990701,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443677,"San Ysidro",1,South,990703,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443681,"San Ysidro",1,South,990702,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443689,"San Ysidro",1,South,990704,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443692,"San Ysidro",1,South,990701,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443699,"San Ysidro",1,South,990703,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443703,"San Ysidro",1,South,990702,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443710,"San Ysidro",1,South,990704,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443713,"San Ysidro",1,South,990701,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443719,"San Ysidro",1,South,990703,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443723,"San Ysidro",1,South,990702,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443730,"San Ysidro",1,South,990704,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443734,"San Ysidro",1,South,990701,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443738,"San Ysidro",1,South,990703,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443743,"San Ysidro",1,South,990702,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443750,"San Ysidro",1,South,990602,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443756,"San Ysidro",1,South,990603,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443763,"San Ysidro",1,South,990604,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443769,"San Ysidro",1,South,990702,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443775,"San Ysidro",1,South,990604,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443780,"San Ysidro",1,South,990702,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443785,"San Ysidro",1,South,990604,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443788,"San Ysidro",1,South,990702,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443791,"San Ysidro",1,South,990604,907_1_37,1,2,San Ysidro
907,77522-0000001-0,16443793,"San Ysidro",1,South,990702,907_1_37,1,2,San Ysidro
928,77522-0000001-0,16443245,"Stonecrest",0,North,992801,928_0_60,1,2,Stonecrest
928,77522-0000001-0,16443243,"Stonecrest",0,North,992801,928_0_60,1,2,Stonecrest
928,77522-0000001-0,16443240,"Stonecrest",0,North,992801,928_0_60,1,2,Stonecrest
928,77522-0000001-0,16443227,"Stonecrest",0,North,992801,928_0_60,1,2,Stonecrest
928,77522-0000001-0,16443237,"Stonecrest",0,North,992801,928_0_60,1,2,Stonecrest
928,77522-0000001-0,16443230,"Stonecrest",0,North,992801,928_0_60,1,2,Stonecrest
928,77522-0000001-0,16443229,"Stonecrest",0,North,992801,928_0_60,1,2,Stonecrest
928,77522-0000001-0,16443234,"Stonecrest",0,North,992801,928_0_60,1,2,Stonecrest
928,77522-0000001-0,16443232,"Stonecrest",0,North,992801,928_0_60,1,2,Stonecrest
928,77522-0000001-0,16443231,"Stonecrest",0,North,992801,928_0_60,1,2,Stonecrest
928,77522-0000001-0,16443246,"Fashion Valley",1,South,992801,928_1_61,1,2,Fshn Vly
928,77522-0000001-0,16443244,"Fashion Valley",1,South,992801,928_1_61,1,2,Fshn Vly
928,77522-0000001-0,16443242,"Fashion Valley",1,South,992801,928_1_61,1,2,Fshn Vly
928,77522-0000001-0,16443238,"Fashion Valley",1,South,992801,928_1_61,1,2,Fshn Vly
928,77522-0000001-0,16443239,"Fashion Valley",1,South,992801,928_1_61,1,2,Fshn Vly
928,77522-0000001-0,16443236,"Fashion Valley",1,South,992801,928_1_61,1,2,Fshn Vly
928,77522-0000001-0,16443233,"Fashion Valley",1,South,992801,928_1_61,1,2,Fshn Vly
928,77522-0000001-0,16443241,"Fashion Valley",1,South,992801,928_1_61,1,2,Fshn Vly
928,77522-0000001-0,16443235,"Fashion Valley",1,South,992801,928_1_61,1,2,Fshn Vly
928,77522-0000001-0,16443228,"Fashion Valley",1,South,992801,928_1_61,1,2,Fshn Vly
929,77522-0000001-0,16443565,"12th & Imperial",0,North,992902,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443571,"12th & Imperial",0,North,992901,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443575,"12th & Imperial",0,North,992904,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443579,"12th & Imperial",0,North,992903,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443586,"12th & Imperial",0,North,992902,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443591,"12th & Imperial",0,North,992905,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443597,"12th & Imperial",0,North,992906,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443602,"12th & Imperial",0,North,992901,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443607,"12th & Imperial",0,North,992904,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443612,"12th & Imperial",0,North,992903,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443617,"12th & Imperial",0,North,992908,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443620,"12th & Imperial",0,North,992902,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443626,"12th & Imperial",0,North,992905,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443632,"12th & Imperial",0,North,992906,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443637,"12th & Imperial",0,North,992907,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443643,"12th & Imperial",0,North,992901,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443650,"12th & Imperial",0,North,992904,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443656,"12th & Imperial",0,North,992903,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443663,"12th & Imperial",0,North,992908,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443670,"12th & Imperial",0,North,992902,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443676,"12th & Imperial",0,North,992905,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443683,"12th & Imperial",0,North,992906,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443690,"12th & Imperial",0,North,992907,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443697,"12th & Imperial",0,North,992901,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443704,"12th & Imperial",0,North,992904,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443711,"12th & Imperial",0,North,992903,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443718,"12th & Imperial",0,North,992908,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443725,"12th & Imperial",0,North,992902,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443732,"12th & Imperial",0,North,992905,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443737,"12th & Imperial",0,North,992906,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443748,"12th & Imperial",0,North,992907,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443752,"12th & Imperial",0,North,992904,929_0_145,1,2,12th&Imperial
929,77522-0000001-0,16443757,"N Downtown",0,North,992903,929_0_149,1,2,N Dwtn
929,77522-0000001-0,16443764,"N Downtown",0,North,992908,929_0_149,1,2,N Dwtn
929,77522-0000001-0,16443770,"N Downtown",0,North,992902,929_0_149,1,2,N Dwtn
929,77522-0000001-0,16443776,"N Downtown",0,North,992906,929_0_149,1,2,N Dwtn
929,77522-0000001-0,16443782,"N Downtown",0,North,900502,929_0_149,1,2,N Dwtn
929,77522-0000001-0,16443789,"N Downtown",0,North,903501,929_0_149,1,2,N Dwtn
929,77522-0000001-0,16443794,"N Downtown",0,North,900103,929_0_149,1,2,N Dwtn
929,77522-0000001-0,16443796,"N Downtown",0,North,995502,929_0_149,1,2,N Dwtn
929,77522-0000001-0,16443510,"Iris Transit Center",1,South,992901,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443511,"Iris Transit Center",1,South,992903,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443512,"Iris Transit Center",1,South,992902,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443514,"Iris Transit Center",1,South,992905,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443515,"Iris Transit Center",1,South,992901,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443517,"Iris Transit Center",1,South,992904,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443519,"Iris Transit Center",1,South,992903,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443520,"Iris Transit Center",1,South,992902,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443522,"Iris Transit Center",1,South,992905,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443523,"Iris Transit Center",1,South,992906,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443524,"Iris Transit Center",1,South,992907,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443526,"Iris Transit Center",1,South,992901,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443527,"Iris Transit Center",1,South,992904,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443528,"Iris Transit Center",1,South,992903,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443530,"Iris Transit Center",1,South,992908,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443531,"Iris Transit Center",1,South,992902,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443532,"Iris Transit Center",1,South,992905,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443534,"Iris Transit Center",1,South,992906,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443535,"Iris Transit Center",1,South,992907,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443536,"Iris Transit Center",1,South,992901,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443538,"Iris Transit Center",1,South,992904,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443539,"Iris Transit Center",1,South,992903,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443540,"Iris Transit Center",1,South,992908,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443542,"Iris Transit Center",1,South,992902,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443543,"Iris Transit Center",1,South,992905,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443544,"Iris Transit Center",1,South,992906,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443546,"Iris Transit Center",1,South,992907,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443547,"Iris Transit Center",1,South,992901,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443548,"Iris Transit Center",1,South,992904,929_1_144,1,2,Iris TC
929,77522-0000001-0,16443550,"Iris Transit Center",1,South,992903,929_1_144,1,2,Iris TC
